timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
1745951180,-0.0309895,-0.0298664,0.203268,-0.204291,0.994633,-0.0138976,-0.0164256,0.101205,0.0,-1.0,1,0,0,0,0,0,0
1746050769,-0.0310731,-0.0298664,0.203317,-0.204291,0.99463,-0.0139388,-0.0164302,0.101229,0.0,-1.0,1,0,0,0,0,0,0
1746154782,-0.0310353,-0.0298664,0.203368,-0.204291,0.994627,-0.0139196,-0.0164286,0.101255,0.0,-1.0,1,0,0,0,0,0,0
1746255435,-0.0326725,-0.0298658,0.203415,-0.204291,0.994613,-0.0147334,-0.0165116,0.101265,0.0,-1.0,1,0,0,0,0,0,0
1746354769,-0.0313137,-0.0298663,0.203394,-0.204291,0.994624,-0.0140578,-0.0164429,0.101266,0.0,-1.0,1,0,0,0,0,0,0
1746457331,-0.0320269,-0.0298661,0.203404,-0.204291,0.994619,-0.0144124,-0.016479,0.101265,0.0,-1.0,1,0,0,0,0,0,0
1746560679,-0.0325744,-0.0298659,0.203409,-0.204291,0.994614,-0.0146846,-0.0165066,0.101263,0.0,-1.0,1,0,0,0,0,0,0
1746660645,-0.0309475,-0.0298664,0.203386,-0.204291,0.994627,-0.0138757,-0.0164243,0.101264,0.0,-1.0,1,0,0,0,0,0,0
1746760846,-0.032529,-0.0298659,0.203345,-0.204291,0.994618,-0.0146626,-0.0165039,0.101231,0.0,-1.0,1,0,0,0,0,0,0
1746866263,-0.0318235,-0.0298661,0.203218,-0.204291,0.994629,-0.0143128,-0.0164674,0.101174,0.0,-1.0,1,0,0,0,0,0,0
1746969493,-0.031352,-0.0298663,0.203119,-0.204291,0.994638,-0.0140791,-0.0164429,0.101128,0.0,-1.0,1,0,0,0,0,0,0
1747069156,-0.0320273,-0.0298661,0.20303,-0.204291,0.994637,-0.0144157,-0.0164763,0.101079,0.0,-1.0,1,0,0,0,0,0,0
1747170266,-0.0325492,-0.0298659,0.202964,-0.204291,0.994637,-0.0146758,-0.0165021,0.101041,0.0,-1.0,1,0,0,0,0,0,0
1747274924,-0.0325499,-0.0298659,0.202878,-0.204291,0.994641,-0.0146768,-0.0165015,0.100999,0.0,-1.0,1,0,0,0,0,0,0
1747373980,-0.0325497,-0.0298659,0.202829,-0.204291,0.994644,-0.0146772,-0.0165011,0.100975,0.0,-1.0,1,0,0,0,0,0,0
1747474592,-0.0325497,-0.0298659,0.202824,-0.204291,0.994644,-0.0146772,-0.0165011,0.100972,0.0,-1.0,1,0,0,0,0,0,0
1747578678,-0.0325497,-0.0298659,0.202808,-0.204291,0.994645,-0.0146773,-0.016501,0.100964,0.0,-1.0,1,0,0,0,0,0,0
1747678072,-0.0322441,-0.029866,0.20277,-0.204291,0.994649,-0.0145256,-0.0164853,0.100947,0.0620362,-1.0,1,0,0,0,0,0,0
1747782172,-0.0310414,-0.0298664,0.202525,-0.204291,0.99467,-0.0139295,-0.0164231,0.100836,0.0945031,-1.0,1,0,0,0,0,0,0
1747882404,-0.0310694,-0.0298664,0.202399,-0.204291,0.994676,-0.0139445,-0.0164236,0.100773,0.0962387,-1.0,1,0,0,0,0,0,0
1747982088,-0.0313758,-0.0298663,0.202404,-0.204291,0.994674,-0.0140968,-0.016439,0.100772,0.0976039,-1.0,1,0,0,0,0,0,0
1748085976,-0.0315087,-0.0298662,0.202406,-0.204291,0.994673,-0.0141629,-0.0164457,0.100772,0.0951061,-1.0,1,0,0,0,0,0,0
1748186316,-0.0319491,-0.0298661,0.202412,-0.204291,0.994669,-0.0143819,-0.0164679,0.100772,0.0905374,-1.0,1,0,0,0,0,0,0
1748286128,-0.0317776,-0.0298661,0.20241,-0.204291,0.994671,-0.0142966,-0.0164593,0.100772,0.0894363,-1.0,1,0,0,0,0,0,0
1748389973,-0.032582,-0.0298659,0.202422,-0.204291,0.994664,-0.0146966,-0.0164998,0.100772,0.0966161,-1.0,1,0,0,0,0,0,0
1748490428,-0.0325504,-0.0298659,0.202421,-4.19478e-33,0.994664,-0.0146809,-0.0164982,0.100772,0.137003,-1.0,1,0,0,0,0,0,0
