timestamp,safety_switch_available,safety_off,override_available,override_enabled
76838093,1,1,0,0
76862088,1,1,0,0
76882088,1,1,0,0
76906125,1,1,0,0
76930229,1,1,0,0
76950903,1,1,0,0
76970888,1,1,0,0
76990904,1,1,0,0
77010902,1,1,0,0
77034903,1,1,0,0
77054900,1,1,0,0
77074901,1,1,0,0
77098890,1,1,0,0
77118888,1,1,0,0
77142888,1,1,0,0
77166888,1,1,0,0
77186903,1,1,0,0
77211231,1,1,0,0
77230922,1,1,0,0
77254891,1,1,0,0
77278887,1,1,0,0
77298898,1,1,0,0
77322904,1,1,0,0
77346892,1,1,0,0
77366887,1,1,0,0
77391193,1,1,0,0
77410890,1,1,0,0
77434895,1,1,0,0
77454888,1,1,0,0
77478899,1,1,0,0
77499973,1,1,0,0
77519670,1,1,0,0
77543674,1,1,0,0
77567715,1,1,0,0
77591667,1,1,0,0
77611698,1,1,0,0
77635684,1,1,0,0
77655681,1,1,0,0
77675712,1,1,0,0
77699666,1,1,0,0
77719668,1,1,0,0
77739698,1,1,0,0
77763680,1,1,0,0
77783674,1,1,0,0
77803669,1,1,0,0
77823984,1,1,0,0
77847795,1,1,0,0
77871667,1,1,0,0
77891667,1,1,0,0
77911686,1,1,0,0
77932014,1,1,0,0
77951690,1,1,0,0
77975674,1,1,0,0
77999674,1,1,0,0
78019690,1,1,0,0
78043686,1,1,0,0
78067792,1,1,0,0
78091678,1,1,0,0
78115698,1,1,0,0
78139666,1,1,0,0
78159667,1,1,0,0
78179696,1,1,0,0
78203664,1,1,0,0
78223668,1,1,0,0
78243667,1,1,0,0
78267667,1,1,0,0
78287666,1,1,0,0
78311667,1,1,0,0
78331669,1,1,0,0
78351706,1,1,0,0
78375668,1,1,0,0
78395671,1,1,0,0
78415667,1,1,0,0
78439667,1,1,0,0
78463667,1,1,0,0
78487703,1,1,0,0
78508023,1,1,0,0
78531704,1,1,0,0
78555697,1,1,0,0
78579913,1,1,0,0
78603698,1,1,0,0
78627727,1,1,0,0
78647721,1,1,0,0
78667707,1,1,0,0
78691688,1,1,0,0
78715671,1,1,0,0
78739666,1,1,0,0
78759987,1,1,0,0
78783682,1,1,0,0
78807681,1,1,0,0
78831996,1,1,0,0
78855675,1,1,0,0
78879667,1,1,0,0
78899671,1,1,0,0
78919704,1,1,0,0
78943696,1,1,0,0
78967687,1,1,0,0
78991672,1,1,0,0
79012033,1,1,0,0
79035667,1,1,0,0
79055682,1,1,0,0
79075701,1,1,0,0
79099680,1,1,0,0
79123708,1,1,0,0
79147675,1,1,0,0
79167711,1,1,0,0
79187693,1,1,0,0
79211678,1,1,0,0
79231690,1,1,0,0
79251695,1,1,0,0
79275669,1,1,0,0
79295671,1,1,0,0
79315671,1,1,0,0
79335987,1,1,0,0
79359673,1,1,0,0
79383677,1,1,0,0
79407986,1,1,0,0
79431715,1,1,0,0
79455697,1,1,0,0
79479995,1,1,0,0
79499670,1,1,0,0
79519689,1,1,0,0
79543667,1,1,0,0
79563666,1,1,0,0
79583680,1,1,0,0
79603689,1,1,0,0
79627666,1,1,0,0
79647679,1,1,0,0
79671678,1,1,0,0
79691698,1,1,0,0
79715680,1,1,0,0
79735671,1,1,0,0
79755695,1,1,0,0
